epoch;accuracy;loss;lr;val_accuracy;val_loss
76;0.7598474025726318;0.7729679942131042;1.0000001e-05;0.9052574634552002;0.7674391269683838
77;0.7646096348762512;0.7729552984237671;1.0000001e-05;0.9051811695098877;0.7674049139022827
78;0.7614063620567322;0.7730845808982849;1.0000001e-05;0.9052116870880127;0.767388105392456
79;0.7639894485473633;0.7728512287139893;1.0000001e-05;0.9049602746963501;0.7675970196723938
80;0.7631310820579529;0.7730565071105957;1.0000001e-06;0.9050856232643127;0.7674846053123474
81;0.7605602741241455;0.7743326425552368;1.0000001e-06;0.9051392078399658;0.7674778699874878
82;0.7592831254005432;0.7720857262611389;1.0000001e-06;0.904743492603302;0.7678441405296326
83;0.758175253868103;0.7725902199745178;1.0000001e-06;0.904775083065033;0.767731785774231
84;0.7665650248527527;0.7727103233337402;1.0000001e-06;0.9047398567199707;0.7677398920059204
85;0.7684104442596436;0.7728519439697266;1.0000001e-06;0.9047648310661316;0.7676301598548889
86;0.7648782134056091;0.7716085314750671;1.0000001e-06;0.9050697684288025;0.7675521969795227
87;0.7570854425430298;0.7734429240226746;1.0000001e-06;0.905160129070282;0.7675247192382812
88;0.766403317451477;0.7746055722236633;1.0000001e-06;0.9044640064239502;0.767781674861908
89;0.7706921100616455;0.7727230191230774;1.0000001e-06;0.9047508239746094;0.767591118812561
90;0.7621703147888184;0.7726937532424927;1.0000001e-07;0.9049906134605408;0.7676060199737549
91;0.7655750513076782;0.7727096080780029;1.0000001e-07;0.9049974679946899;0.7675139904022217
92;0.7685403823852539;0.7728722095489502;1.0000001e-07;0.904784083366394;0.7676627039909363
93;0.760545015335083;0.7729891538619995;1.0000001e-07;0.9048792123794556;0.7675648331642151
94;0.7555533051490784;0.7734761238098145;1.0000001e-07;0.9051761031150818;0.7675191164016724
95;0.7602758407592773;0.7732257843017578;1.0000001e-07;0.9050145149230957;0.7675535678863525
96;0.761017382144928;0.7733705043792725;1.0000001e-07;0.9049694538116455;0.7676196098327637
97;0.7668183445930481;0.7728058099746704;1.0000001e-07;0.9047935605049133;0.7676450610160828
98;0.7538036108016968;0.7731269001960754;1.0000001e-07;0.905177891254425;0.7675482630729675
99;0.7607001066207886;0.7736585736274719;1.0000001e-07;0.9049969911575317;0.7675327062606812
